bin_index,bin_left,bin_right,bin_space,count,method,phase,pruning_pct
155,1.1000000000000028,1.1200000000000028,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
156,1.1200000000000028,1.1400000000000028,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
157,1.1400000000000028,1.1600000000000028,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
158,1.1600000000000028,1.1800000000000028,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
159,1.1800000000000028,1.2000000000000028,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
160,1.2000000000000028,1.2200000000000029,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
161,1.2200000000000029,1.2400000000000029,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
162,1.2400000000000029,1.260000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
163,1.260000000000003,1.280000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
164,1.280000000000003,1.300000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
165,1.300000000000003,1.320000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
166,1.320000000000003,1.340000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
167,1.340000000000003,1.360000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
168,1.360000000000003,1.380000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
169,1.380000000000003,1.400000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
170,1.400000000000003,1.420000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
171,1.420000000000003,1.440000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
172,1.440000000000003,1.460000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
173,1.460000000000003,1.480000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
174,1.480000000000003,1.500000000000003,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
175,1.500000000000003,1.5200000000000031,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
176,1.5200000000000031,1.5400000000000031,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
177,1.5400000000000031,1.5600000000000032,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
178,1.5600000000000032,1.5800000000000032,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
179,1.5800000000000032,1.6000000000000032,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
180,1.6000000000000032,1.6200000000000032,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
181,1.6200000000000032,1.6400000000000032,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
182,1.6400000000000032,1.6600000000000033,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
183,1.6600000000000033,1.6800000000000033,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
184,1.6800000000000033,1.7000000000000033,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
185,1.7000000000000033,1.7200000000000033,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
186,1.7200000000000033,1.7400000000000033,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
187,1.7400000000000033,1.7600000000000033,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
188,1.7600000000000033,1.7800000000000034,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
189,1.7800000000000034,1.8000000000000034,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
190,1.8000000000000034,1.8200000000000034,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
191,1.8200000000000034,1.8400000000000034,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
192,1.8400000000000034,1.8600000000000034,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
193,1.8600000000000034,1.8800000000000034,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
194,1.8800000000000034,1.9000000000000035,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
195,1.9000000000000035,1.9200000000000035,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
196,1.9200000000000035,1.9400000000000035,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
197,1.9400000000000035,1.9600000000000035,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
198,1.9600000000000035,1.9800000000000035,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
199,1.9800000000000035,2.0000000000000036,signed_offdiag_with_zeros,0,Unpruned baseline,pre,80
