method_family,method,amount,task,source_model_label,pruning_seed,score_batch_seed,log10_rescale_left,log10_rescale_right,rescale_left,rescale_right,bin_width_log10,count
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,2.0,2.2,100.0,158.48931924611142,0.2,3328
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,2.2,2.4000000000000004,158.48931924611142,251.18864315095823,0.2,2122
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,2.4000000000000004,2.6000000000000005,251.18864315095823,398.1071705534977,0.2,1339
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,2.6,2.8000000000000003,398.1071705534973,630.9573444801937,0.2,815
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,2.8000000000000003,3.0000000000000004,630.9573444801937,1000.000000000001,0.2,521
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,3.0,3.2,1000.0,1584.893192461114,0.2,344
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,3.2,3.4000000000000004,1584.893192461114,2511.886431509582,0.2,202
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,3.4000000000000004,3.6000000000000005,2511.886431509582,3981.0717055349774,0.2,134
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,3.6,3.8000000000000003,3981.0717055349733,6309.573444801937,0.2,78
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,3.8000000000000003,4.0,6309.573444801937,10000.0,0.2,45
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,4.0,4.2,10000.0,15848.93192461114,0.2,38
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,4.2,4.4,15848.93192461114,25118.864315095823,0.2,28
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,4.4,4.6000000000000005,25118.864315095823,39810.71705534977,0.2,11
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,4.6000000000000005,4.800000000000001,39810.71705534977,63095.73444801943,0.2,8
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,4.800000000000001,5.000000000000001,63095.73444801943,100000.0000000002,0.2,6
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,5.0,5.2,100000.0,158489.3192461114,0.2,4
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,5.2,5.4,158489.3192461114,251188.6431509582,0.2,2
L-NP,V-NP rescale,0.8,modcog:multidlydmintseq,multidlydmintseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,5.6000000000000005,5.800000000000001,398107.17055349774,630957.3444801943,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,0.0,0.2,1.0,1.5848931924611136,0.2,6217
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,0.2,0.4,1.5848931924611136,2.51188643150958,0.2,20258
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,0.4,0.6000000000000001,2.51188643150958,3.981071705534973,0.2,49960
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,0.6000000000000001,0.8,3.981071705534973,6.309573444801933,0.2,57470
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,0.8,1.0,6.309573444801933,10.0,0.2,44406
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,1.0,1.2,10.0,15.848931924611133,0.2,30119
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,1.2000000000000002,1.4000000000000001,15.848931924611142,25.11886431509581,0.2,19588
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,1.4000000000000001,1.6,25.11886431509581,39.810717055349734,0.2,12388
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,1.6,1.8,39.810717055349734,63.09573444801933,0.2,7814
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,1.8,2.0,63.09573444801933,100.0,0.2,4980
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,2.0,2.2,100.0,158.48931924611142,0.2,3104
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,2.2,2.4000000000000004,158.48931924611142,251.18864315095823,0.2,1970
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,2.4000000000000004,2.6000000000000005,251.18864315095823,398.1071705534977,0.2,1226
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,2.6,2.8000000000000003,398.1071705534973,630.9573444801937,0.2,804
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,2.8000000000000003,3.0000000000000004,630.9573444801937,1000.000000000001,0.2,495
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,3.0,3.2,1000.0,1584.893192461114,0.2,294
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,3.2,3.4000000000000004,1584.893192461114,2511.886431509582,0.2,206
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,3.4000000000000004,3.6000000000000005,2511.886431509582,3981.0717055349774,0.2,120
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,3.6,3.8000000000000003,3981.0717055349733,6309.573444801937,0.2,69
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,3.8000000000000003,4.0,6309.573444801937,10000.0,0.2,45
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,4.0,4.2,10000.0,15848.93192461114,0.2,32
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,4.2,4.4,15848.93192461114,25118.864315095823,0.2,25
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,4.4,4.6000000000000005,25118.864315095823,39810.71705534977,0.2,14
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,4.6000000000000005,4.800000000000001,39810.71705534977,63095.73444801943,0.2,10
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,4.800000000000001,5.000000000000001,63095.73444801943,100000.0000000002,0.2,8
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,5.0,5.2,100000.0,158489.3192461114,0.2,5
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,5.2,5.4,158489.3192461114,251188.6431509582,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,5.4,5.6000000000000005,251188.6431509582,398107.17055349774,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,5.800000000000001,6.000000000000001,630957.3444801943,1000000.0000000021,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,6.2,6.4,1584893.1924611141,2511886.4315095823,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,7.4,7.6000000000000005,25118864.315095823,39810717.055349775,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,0.0,0.2,1.0,1.5848931924611136,0.2,6205
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,0.2,0.4,1.5848931924611136,2.51188643150958,0.2,20260
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,0.4,0.6000000000000001,2.51188643150958,3.981071705534973,0.2,50011
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,0.6000000000000001,0.8,3.981071705534973,6.309573444801933,0.2,57476
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,0.8,1.0,6.309573444801933,10.0,0.2,44330
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,1.0,1.2,10.0,15.848931924611133,0.2,30180
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,1.2000000000000002,1.4000000000000001,15.848931924611142,25.11886431509581,0.2,19557
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,1.4000000000000001,1.6,25.11886431509581,39.810717055349734,0.2,12399
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,1.6,1.8,39.810717055349734,63.09573444801933,0.2,7824
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,1.8,2.0,63.09573444801933,100.0,0.2,4966
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,2.0,2.2,100.0,158.48931924611142,0.2,3109
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,2.2,2.4000000000000004,158.48931924611142,251.18864315095823,0.2,1951
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,2.4000000000000004,2.6000000000000005,251.18864315095823,398.1071705534977,0.2,1234
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,2.6,2.8000000000000003,398.1071705534973,630.9573444801937,0.2,798
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,2.8000000000000003,3.0000000000000004,630.9573444801937,1000.000000000001,0.2,501
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,3.0,3.2,1000.0,1584.893192461114,0.2,290
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,3.2,3.4000000000000004,1584.893192461114,2511.886431509582,0.2,206
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,3.4000000000000004,3.6000000000000005,2511.886431509582,3981.0717055349774,0.2,123
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,3.6,3.8000000000000003,3981.0717055349733,6309.573444801937,0.2,70
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,3.8000000000000003,4.0,6309.573444801937,10000.0,0.2,44
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,4.0,4.2,10000.0,15848.93192461114,0.2,32
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,4.2,4.4,15848.93192461114,25118.864315095823,0.2,24
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,4.4,4.6000000000000005,25118.864315095823,39810.71705534977,0.2,14
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,4.6000000000000005,4.800000000000001,39810.71705534977,63095.73444801943,0.2,10
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,4.800000000000001,5.000000000000001,63095.73444801943,100000.0000000002,0.2,8
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,5.0,5.2,100000.0,158489.3192461114,0.2,5
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,5.2,5.4,158489.3192461114,251188.6431509582,0.2,2
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,5.800000000000001,6.000000000000001,630957.3444801943,1000000.0000000021,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,6.2,6.4,1584893.1924611141,2511886.4315095823,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,7.6000000000000005,7.800000000000001,39810717.055349775,63095734.44801943,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,0.0,0.2,1.0,1.5848931924611136,0.2,6201
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,0.2,0.4,1.5848931924611136,2.51188643150958,0.2,20254
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,0.4,0.6000000000000001,2.51188643150958,3.981071705534973,0.2,49991
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,0.6000000000000001,0.8,3.981071705534973,6.309573444801933,0.2,57494
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,0.8,1.0,6.309573444801933,10.0,0.2,44346
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,1.0,1.2,10.0,15.848931924611133,0.2,30213
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,1.2000000000000002,1.4000000000000001,15.848931924611142,25.11886431509581,0.2,19541
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,1.4000000000000001,1.6,25.11886431509581,39.810717055349734,0.2,12382
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,1.6,1.8,39.810717055349734,63.09573444801933,0.2,7809
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,1.8,2.0,63.09573444801933,100.0,0.2,4984
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,2.0,2.2,100.0,158.48931924611142,0.2,3097
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,2.2,2.4000000000000004,158.48931924611142,251.18864315095823,0.2,1956
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,2.4000000000000004,2.6000000000000005,251.18864315095823,398.1071705534977,0.2,1232
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,2.6,2.8000000000000003,398.1071705534973,630.9573444801937,0.2,801
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,2.8000000000000003,3.0000000000000004,630.9573444801937,1000.000000000001,0.2,499
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,3.0,3.2,1000.0,1584.893192461114,0.2,294
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,3.2,3.4000000000000004,1584.893192461114,2511.886431509582,0.2,206
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,3.4000000000000004,3.6000000000000005,2511.886431509582,3981.0717055349774,0.2,117
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,3.6,3.8000000000000003,3981.0717055349733,6309.573444801937,0.2,72
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,3.8000000000000003,4.0,6309.573444801937,10000.0,0.2,45
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,4.0,4.2,10000.0,15848.93192461114,0.2,31
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,4.2,4.4,15848.93192461114,25118.864315095823,0.2,25
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,4.4,4.6000000000000005,25118.864315095823,39810.71705534977,0.2,14
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,4.6000000000000005,4.800000000000001,39810.71705534977,63095.73444801943,0.2,10
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,4.800000000000001,5.000000000000001,63095.73444801943,100000.0000000002,0.2,8
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,5.0,5.2,100000.0,158489.3192461114,0.2,5
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,5.2,5.4,158489.3192461114,251188.6431509582,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,5.4,5.6000000000000005,251188.6431509582,398107.17055349774,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,5.800000000000001,6.000000000000001,630957.3444801943,1000000.0000000021,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,6.2,6.4,1584893.1924611141,2511886.4315095823,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,7.4,7.6000000000000005,25118864.315095823,39810717.055349775,0.2,1
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,0.0,0.2,1.0,1.5848931924611136,0.2,5201
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,0.2,0.4,1.5848931924611136,2.51188643150958,0.2,22788
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,0.4,0.6000000000000001,2.51188643150958,3.981071705534973,0.2,50622
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,0.6000000000000001,0.8,3.981071705534973,6.309573444801933,0.2,56812
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,0.8,1.0,6.309573444801933,10.0,0.2,43723
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,1.0,1.2,10.0,15.848931924611133,0.2,29922
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,1.2000000000000002,1.4000000000000001,15.848931924611142,25.11886431509581,0.2,19283
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,1.4000000000000001,1.6,25.11886431509581,39.810717055349734,0.2,12221
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,1.6,1.8,39.810717055349734,63.09573444801933,0.2,7671
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,1.8,2.0,63.09573444801933,100.0,0.2,5009
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,2.0,2.2,100.0,158.48931924611142,0.2,3117
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,2.2,2.4000000000000004,158.48931924611142,251.18864315095823,0.2,1947
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,2.4000000000000004,2.6000000000000005,251.18864315095823,398.1071705534977,0.2,1296
S-NP,S-NP rescale,0.8,modcog:ctxdlydm1intseq,ctxdlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,2.6,2.8000000000000003,398.1071705534973,630.9573444801937,0.2,745
