method_family,method,amount,task,source_model_label,pruning_seed,score_batch_seed,positive_prob_count,rescale_min,rescale_mean,rescale_std,rescale_q50,rescale_q75,rescale_q90,rescale_q95,rescale_q99,rescale_q999,rescale_max,frac_rescale_gt10,frac_rescale_gt20,score_sum,score_max,scale_factor,capped_probs,sigma_used,adaptive_shift,adaptive_attempt
S-NP,S-NP rescale,0.8,modcog:ctxdlydm2intseq,ctxdlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,46.68050877518802,3271.893415785107,5.944544316433431,12.273212164413213,31.054524031523236,62.209908250421215,302.83603995870936,2893.4885417074915,1262783.4168510933,0.30582650440313114,0.15498486423679061,52221.10143961409,1.0,0.001699077878890594,486,0.412310500405375,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,35.263165043599685,941.2729026468404,6.00751264747224,12.494485750205625,31.477676676791706,63.699413492670566,325.2218861517064,3165.747216511913,237783.4246472323,0.3111545988258317,0.15681950220156557,52204.14093937539,1.0,0.0015796160916381958,596,0.4088095166747149,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,35.25949870676769,938.8476308735599,6.004309656863444,12.484930350358596,31.42548550896697,63.65772212534309,325.64536874879576,3183.3727544002845,237994.7690097888,0.3109176247553816,0.15678892490215265,52205.79283546733,1.0,0.0015796448067460275,594,0.4087461647070474,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,35.261927577236406,941.5050096128646,6.0049050948822,12.482921770314615,31.45243831979843,63.64075307942027,325.34886313932566,3159.1012145156506,237527.15691950484,0.3111049107142857,0.15680803571428573,52205.04948470248,1.0,0.0015822172140178537,596,0.4088876635167098,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,261632,1.0,107.32444286639958,33767.255955770386,6.261375464230406,13.111074518499516,33.122411153175314,65.65422931946785,327.05084424079115,3103.1491035195713,17222616.300403494,0.32468123165362034,0.16533528008806261,51733.46903612586,1.0,0.0015549270447465689,1665,0.31638250228996795,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,107.90213550342587,34095.959283644974,6.260964607217234,13.106533515721825,33.12693895507368,65.64675137397626,326.84329715080287,3111.788675980387,17392629.901482485,0.32468505381604695,0.16525883683953033,51736.742663005716,1.0,0.0015552794585981732,1670,0.31631158912579826,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,107.7860666682367,34048.39497264032,6.2573145798295045,13.108826562231592,33.12681071007243,65.69727601027202,327.0995268368521,3092.4088284782706,17368153.132999822,0.3246774094911937,0.16524737035225048,51735.70937898223,1.0,0.0015561027411361227,1673,0.3164974352022548,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,104.03680246026546,24728.073488574428,6.117954197813486,12.819888421070326,32.24760664216207,64.34673933942369,327.17323479840474,3379.0712094293935,11815084.403797539,0.3182829317514677,0.16125321061643835,52013.25569038093,1.0,0.0016233874143303044,1109,0.376424425862259,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,103.35903382521869,24424.616093343364,6.116383519344162,12.815976771913693,32.22575754211419,64.4219869195903,327.63544940512537,3398.0862654556076,11649496.381450864,0.3184319960861057,0.1613181873776908,52010.54907423106,1.0,0.0016236570925174734,1114,0.3764954216127573,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm1intseq,dlydm1intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,102.94825641358345,24279.647983964376,6.116510029300248,12.81382359454682,32.25528281206494,64.43926620347227,327.104600522104,3377.066927810239,11590322.61948202,0.31824471012720157,0.16136405332681017,52012.53472846446,1.0,0.0016222621459725916,1106,0.37670896047974606,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,42.354369487439094,1849.5808345777766,6.052338295386673,12.599505228027345,31.527481894392494,63.20321380800605,317.3559013170746,3174.9936021648114,495070.88535736053,0.31266817514677103,0.15742340386497064,52144.50097293162,1.0,0.001584691449169208,783,0.39310264632660985,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,42.29621298841357,1840.3751171363326,6.053194750328752,12.595587712072456,31.524349828126958,63.18895082191351,317.00413643487093,3202.3777498564796,492619.7851021627,0.31256879892367906,0.15731256115459882,52146.15195482871,1.0,0.0015845690385529298,779,0.3935012629788066,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,42.35071465477991,1843.6189262427963,6.052708975653322,12.599591515619805,31.5378870763287,63.164245864351045,318.0655994263081,3183.643769407164,488789.944082114,0.3125458659491194,0.15747309197651663,52144.86102070175,1.0,0.0015837014655713901,780,0.39336154419014424,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,0,100000,261632,1.0,38.14233764077395,1473.547233271349,6.003647920791684,12.531126973088563,31.625653407795216,64.26453973312701,334.8233818777707,3294.700493819215,594192.2641034339,0.31155210371819964,0.15737753791585127,52122.331380796015,1.0,0.0018246164195000838,891,0.6070888458180647,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,1,100001,261632,1.0,38.15170925357742,1474.9981123134135,6.002244219424633,12.532145164029803,31.630907047961763,64.2621144360672,335.00266143388404,3298.8198161942987,594098.6009948261,0.3113915728962818,0.1572552287181996,52123.39697845352,1.0,0.0018274544309810885,874,0.6075861172896948,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed1,2,100002,261632,1.0,38.14421635599275,1472.5638928185526,6.001289451606085,12.525084987630313,31.577874301881817,64.21027898801601,334.2611286681229,3299.6460314487385,593436.4071938936,0.3112883745107632,0.15725905088062622,52124.185218677834,1.0,0.0018279957651230736,870,0.6073842003175605,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,0,100000,261632,1.0,91.993331685461,23603.1985126942,5.987838495034719,12.51574917639516,31.564748917909625,63.91101112323852,317.9467430139143,3345.355038549282,11991692.54313274,0.31096349070450097,0.1577521098336595,52228.79566896807,1.0,0.0016642657485205702,482,0.46563398754148666,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,1,100001,261632,1.0,91.32149321640811,23248.668547447975,5.9866408407172065,12.514823405238422,31.561699224014554,63.87796981313582,318.07932454950196,3306.4462912892805,11808696.613488022,0.3111584209882583,0.15771006604696672,52229.03773420795,1.0,0.0016632943935293958,480,0.46572020797945285,nan,-1
S-NP,S-NP rescale,0.8,modcog:dlydm2intseq,dlydm2intseq_tanh_h512_12k_lr0006_seqbest_no_l2_seed2,2,100002,261632,1.0,91.90661009039178,23572.141071648864,5.987099851788212,12.513943720557574,31.55353511392786,63.80624219163478,317.94507343184836,3310.860089658753,11977029.129216816,0.31107051125244617,0.1576794887475538,52229.95811013515,1.0,0.0016637693599413428,488,0.4658000210621276,nan,-1
S-NP,S-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,0,100000,261632,1.0,108.7337765352109,35899.19392255263,5.6995299335717,11.65325283676535,29.196876547363246,59.03082230249677,291.8650406327397,3056.4033431389066,18347791.97306047,0.29087038282778865,0.14649584148727984,52281.31065128216,1.0,0.002074090725597824,251,0.9955601508885885,nan,-1
S-NP,S-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,1,100001,261632,1.0,108.71939572570903,35901.39072555021,5.700755592970955,11.65487427961119,29.18217502436819,59.02878921837229,291.79260622272125,3075.898620485839,18349012.45477794,0.2907213184931507,0.14653024094911937,52281.18433570705,1.0,0.0020728821126757002,247,0.9957007913755875,nan,-1
S-NP,S-NP rescale,0.8,modcog:dm1seqr,dm1seqr_tanh_h512_12k_lr0006_seqbest_no_l2_seed0,2,100002,261632,1.0,109.07989115641811,36071.51613922397,5.69872535587897,11.660180276564542,29.184857426092528,59.035400488146365,291.72634216165443,3065.402393897485,18436020.353413187,0.2908589163405088,0.14652259662426614,52280.924951344474,1.0,0.0020738347470276044,248,0.9954161551630809,nan,-1
