task,task_short,n,sequence_accuracy_mean,sequence_accuracy_sd,sequence_accuracy_min,sequence_accuracy_max,selected_checkpoint_loss_mean,selected_checkpoint_loss_sd,selected_checkpoint_loss_min,selected_checkpoint_loss_max
modcog:ctxdlydm1intseq,ctxdlydm1intseq,3,0.7086282237723006,0.050882786160426935,0.654107441471572,0.7548536129568106,0.9539848407698113,0.17083664780719734,0.8543419177193015,1.151246548321933
modcog:ctxdlydm2intseq,ctxdlydm2intseq,3,0.6974624144884639,0.053974859243118775,0.6449257553807947,0.7527688227953411,0.8466813512049618,0.20904423996824364,0.6085868408894182,1.0001197008800902
modcog:dlydm1intseq,dlydm1intseq,3,0.7017693498099052,0.06115474485817193,0.6497635346989966,0.7691419227574751,0.7366570037891492,0.13232323054599554,0.5844171740535485,0.8240336066105692
modcog:dlydm2intseq,dlydm2intseq,3,0.7276078047005803,0.09954900238720096,0.6147207391122278,0.8028233031197302,0.7031186154367598,0.244497856980674,0.4876214062094587,0.9688226462933088
modcog:dm1seqr,dm1seqr,3,0.6115482550687433,0.044093979894888745,0.5643084490740741,0.6516174623115578,1.0415876216762863,0.08860506448624333,0.9408122482810988,1.107275652827739
modcog:dm2seql,dm2seql,3,0.6371425380949532,0.005556159451984539,0.63329346921797,0.6435122282608695,1.1244130169017634,0.1844112776511883,0.9856959351877304,1.3336847371076188
modcog:dmsintseq,dmsintseq,3,0.9544499017712758,0.013491034327705563,0.9448087184588948,0.9698673653944256,0.14835871784532592,0.07262792004707756,0.0712400923535331,0.2154549009882568
modcog:multidlydmintseq,multidlydmintseq,3,0.6019593202262067,0.04632774703212491,0.5486962005766063,0.632896714344942,1.257478236557576,0.16002187366324463,1.079229468117141,1.3887634137351912
