dataset,metric,unit,pruning_pct,method,n,mean,median,sd,sem,min,max,range
exploratory_capped_probe_h512,sequence_retention,task_mean,70,Baseline,8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
exploratory_capped_probe_h512,sequence_retention,task_mean,70,S-NP capped q50,8,0.6767593985279117,0.6695513992103267,0.21548237855114413,0.07618452554986033,0.3991456223307798,0.9822716357439818,0.5831260134132019
exploratory_capped_probe_h512,sequence_retention,task_mean,70,S-NP capped q75,8,0.6303714475855302,0.601727291108403,0.24188294125744966,0.08551853400824498,0.3133660625008387,0.9822943189109474,0.6689282564101087
exploratory_capped_probe_h512,sequence_retention,task_mean,70,S-NP capped q90,8,0.6092705208036477,0.5648534515255754,0.24768980272101515,0.08757156956739398,0.2989095071793465,0.9774788082529863,0.6785693010736398
exploratory_capped_probe_h512,sequence_retention,task_mean,70,S-NP rescale,8,0.6049038599953709,0.5580973974948393,0.24884273746236762,0.08797919355433194,0.2982450771215029,0.9763282318906453,0.6780831547691424
exploratory_capped_probe_h512,sequence_retention,task_mean,80,Baseline,8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
exploratory_capped_probe_h512,sequence_retention,task_mean,80,S-NP capped q50,8,0.4435977338991543,0.3020077052839677,0.29780472301838706,0.1052898695578415,0.21379100791318553,0.9392715391598063,0.7254805312466208
exploratory_capped_probe_h512,sequence_retention,task_mean,80,S-NP capped q75,8,0.4120704133493911,0.25974575223990487,0.31001041838227106,0.10960523453829128,0.18763868410547932,0.9312055350265186,0.7435668509210392
exploratory_capped_probe_h512,sequence_retention,task_mean,80,S-NP capped q90,8,0.3996808858305537,0.2445943154707244,0.3119086320963811,0.11027635443298554,0.18106174383522303,0.9213590038325664,0.7402972599973434
exploratory_capped_probe_h512,sequence_retention,task_mean,80,S-NP rescale,8,0.39325524405186707,0.24191299517687376,0.30425125135170866,0.10756906150764296,0.1822927109972501,0.8869883993843093,0.7046956883870592
exploratory_capped_probe_h512,sequence_retention,task_network_cell,50,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
exploratory_capped_probe_h512,sequence_retention,task_network_cell,50,S-NP capped q50,24,0.950180416885731,0.96297463101469,0.05103947221492043,0.010418388638959553,0.8466074120372074,1.0190824497500404,0.172475037712833
exploratory_capped_probe_h512,sequence_retention,task_network_cell,50,S-NP capped q75,24,0.9382816853044842,0.9491424257910628,0.06414734034407049,0.013094021016635185,0.8026765689915072,1.0358593235846485,0.2331827545931413
exploratory_capped_probe_h512,sequence_retention,task_network_cell,50,S-NP capped q90,24,0.9216990011652748,0.9323929236736853,0.07588438264204063,0.015489834743259365,0.7674087282620685,1.042472591855407,0.27506386359333845
exploratory_capped_probe_h512,sequence_retention,task_network_cell,50,S-NP rescale,24,0.9177034784461137,0.9261505382631703,0.07744259059996164,0.015807902610763584,0.7637964631052613,1.0459397422109504,0.28214327910568915
exploratory_capped_probe_h512,sequence_retention,task_network_cell,60,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
exploratory_capped_probe_h512,sequence_retention,task_network_cell,60,S-NP capped q50,24,0.8860488093185173,0.8905175251564892,0.0910511197441022,0.018585731990175106,0.7218441876813814,1.0474348486619145,0.32559066098053313
exploratory_capped_probe_h512,sequence_retention,task_network_cell,60,S-NP capped q75,24,0.841126494342653,0.8301069833643837,0.12417289141545554,0.02534668532115731,0.6524130451622899,1.060389155077714,0.4079761099154241
exploratory_capped_probe_h512,sequence_retention,task_network_cell,60,S-NP capped q90,24,0.8155162602533661,0.7933634554883887,0.14109171805957912,0.028800226348216267,0.6036310114859964,1.068879280121538,0.4652482686355417
exploratory_capped_probe_h512,sequence_retention,task_network_cell,60,S-NP rescale,24,0.8095927664981718,0.7871932980410801,0.14405493757638027,0.029405090999217877,0.59818466030585,1.0689669276615634,0.4707822673557134
exploratory_capped_probe_h512,sequence_retention,task_network_cell,70,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
exploratory_capped_probe_h512,sequence_retention,task_network_cell,70,S-NP capped q50,24,0.6767593985279117,0.6102055729480778,0.22634173260763793,0.046201812698848495,0.3743419711033737,1.0119190705128207,0.637577099409447
exploratory_capped_probe_h512,sequence_retention,task_network_cell,70,S-NP capped q75,24,0.6303714475855303,0.5337162383602787,0.25034763362818246,0.0511019967251895,0.2779997432082354,1.0027401650508774,0.724740421842642
exploratory_capped_probe_h512,sequence_retention,task_network_cell,70,S-NP capped q90,24,0.6092705208036477,0.5004531154649154,0.25675802926426544,0.05241051325500344,0.2606360883061561,1.000833266565179,0.7401971782590229
exploratory_capped_probe_h512,sequence_retention,task_network_cell,70,S-NP rescale,24,0.604903859995371,0.49688350535258885,0.2577618598044996,0.052615419305986455,0.2549413532925991,1.0004700478059985,0.7455286945133994
exploratory_capped_probe_h512,sequence_retention,task_network_cell,80,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
exploratory_capped_probe_h512,sequence_retention,task_network_cell,80,S-NP capped q50,24,0.44359773389915436,0.29550390245649594,0.29164320722761766,0.05953142038803653,0.1559556807625204,0.984404458898944,0.8284487781364236
exploratory_capped_probe_h512,sequence_retention,task_network_cell,80,S-NP capped q75,24,0.4120704133493911,0.2562436487512191,0.3010542089373868,0.061452433067819404,0.1458803803539193,0.9779291189274364,0.8320487385735171
exploratory_capped_probe_h512,sequence_retention,task_network_cell,80,S-NP capped q90,24,0.39968088583055367,0.24120648887681825,0.30270545442573643,0.06178949214169685,0.1398986427799974,0.9718345218064792,0.8319358790264818
exploratory_capped_probe_h512,sequence_retention,task_network_cell,80,S-NP rescale,24,0.39325524405186707,0.24159971553987558,0.29572989070761124,0.060365611160223674,0.1380180207397112,0.9630852228720987,0.8250672021323875
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,Baseline,8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,L-NP mask,8,0.5,0.5,0.0,0.0,0.5,0.5,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,L-NP rescale,8,0.4501528440285931,0.4467109867634268,0.026058772469738277,0.009213167361374626,0.4084511408730158,0.48030099953794303,0.07184985866492721
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,Magnitude,8,0.5009784735812133,0.5009784735812133,0.0,0.0,0.5009784735812133,0.5009784735812133,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,OBS compensated,8,0.5009784735812133,0.5009784735812133,0.0,0.0,0.5009784735812133,0.5009784735812133,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,Random,8,0.49998980756686234,0.49998980756686234,0.0,0.0,0.49998980756686234,0.49998980756686234,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,S-NP mask,8,0.5,0.5,0.0,0.0,0.5,0.5,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,50,S-NP rescale,8,0.46594479820681123,0.4631966103364862,0.008471939703288068,0.0029952830069992697,0.455102756713416,0.4787054590671885,0.023602702353772487
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,Baseline,8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,L-NP mask,8,0.4000007644324853,0.4000007644324853,0.0,0.0,0.4000007644324853,0.4000007644324853,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,L-NP rescale,8,0.3715627611810991,0.36964833557566856,0.020087958938508888,0.007102165992808277,0.3385374198195259,0.39411973051206783,0.055582310692541936
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,Magnitude,8,0.4007843077299413,0.4007843077299413,0.0,0.0,0.4007843077299413,0.4007843077299413,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,OBS compensated,8,0.4007843077299413,0.4007843077299413,0.0,0.0,0.4007843077299413,0.4007843077299413,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,Random,8,0.3999837770439226,0.3999837770439226,0.0,0.0,0.3999837770439226,0.3999837770439226,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,S-NP mask,8,0.4000007644324853,0.4000007644324853,0.0,0.0,0.4000007644324853,0.4000007644324853,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,60,S-NP rescale,8,0.386204616068031,0.3850716103364862,0.005307168379062277,0.0018763673748668768,0.3787996541367688,0.39346359262883235,0.014663938492063544
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,Baseline,8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,L-NP mask,8,0.3000015288649706,0.3000015288649706,0.0,0.0,0.3000015288649706,0.3000015288649706,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,L-NP rescale,8,0.28508304497241244,0.28460394752935414,0.013215416670466903,0.004672355371946446,0.2617837267612524,0.29893854302565775,0.037154816264405366
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,Magnitude,8,0.3005863197162426,0.3005863197162426,0.0,0.0,0.3005863197162426,0.3005863197162426,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,OBS compensated,8,0.3005863197162426,0.3005863197162426,0.0,0.0,0.3005863197162426,0.3005863197162426,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,Random,8,0.29998411679169384,0.29998411679169384,0.0,0.0,0.29998411679169384,0.29998411679169384,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,S-NP mask,8,0.3000015288649706,0.3000015288649706,0.0,0.0,0.3000015288649706,0.3000015288649706,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,70,S-NP rescale,8,0.29603667237442916,0.29603582300500103,0.00245110281180532,0.0008665957098064779,0.29202594993476844,0.2989130619428136,0.006887112008045149
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,Baseline,8,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,L-NP mask,8,0.1999984711350293,0.1999984711350293,0.0,0.0,0.1999984711350293,0.1999984711350293,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,L-NP rescale,8,0.1938134160449282,0.19430259974994557,0.0066820783912797275,0.0023624714714469957,0.18054451375298974,0.1999330696890628,0.019388555936073054
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,Magnitude,8,0.20039215386497058,0.20039215386497058,0.0,0.0,0.20039215386497058,0.20039215386497058,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,OBS compensated,8,0.20039215386497058,0.20039215386497058,0.0,0.0,0.20039215386497058,0.20039215386497058,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,Random,8,0.1999895527560339,0.1999895527560339,0.0,0.0,0.1999895527560339,0.1999895527560339,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,S-NP mask,8,0.1999984711350293,0.1999984711350293,0.0,0.0,0.1999984711350293,0.1999984711350293,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_mean,80,S-NP rescale,8,0.1994477612320613,0.19965957273320284,0.0006733752228709809,0.00023807409318753666,0.19811584379756464,0.200114834746684,0.0019989909491193725
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,L-NP mask,24,0.5,0.5,0.0,0.0,0.5,0.5,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,L-NP rescale,24,0.4501528440285932,0.4553501355593607,0.035066564032198454,0.007157932409293304,0.3240531229615134,0.48531780006523156,0.16126467710371817
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,Magnitude,24,0.5009784735812133,0.5009784735812133,0.0,0.0,0.5009784735812133,0.5009784735812133,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,OBS compensated,24,0.5009784735812133,0.5009784735812133,0.0,0.0,0.5009784735812133,0.5009784735812133,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,Random,24,0.49998980756686234,0.49998980756686234,1.4876884564589407e-05,3.0367313454609284e-06,0.49997197080887146,0.5000076443248532,3.567351598177115e-05
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,S-NP mask,24,0.5,0.5,0.0,0.0,0.5,0.5,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,50,S-NP rescale,24,0.46594479820681123,0.4647634845890411,0.008770762047571656,0.00179032430599323,0.4484173699445531,0.4821912712002609,0.03377390125570778
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,L-NP mask,24,0.4000007644324853,0.4000007644324853,0.0,0.0,0.4000007644324853,0.4000007644324853,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,L-NP rescale,24,0.37156276118109915,0.3768441933708414,0.02788176112293974,0.005691340656780974,0.26892097806588383,0.39681690313111545,0.12789592506523162
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,Magnitude,24,0.4007843077299413,0.4007843077299413,0.0,0.0,0.4007843077299413,0.4007843077299413,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,OBS compensated,24,0.4007843077299413,0.4007843077299413,0.0,0.0,0.4007843077299413,0.4007843077299413,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,Random,24,0.3999837770439226,0.3999854757827788,4.424100682292503e-06,9.030657701929622e-07,0.39997783145792565,0.3999880238910633,1.0192433137656831e-05
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,S-NP mask,24,0.4000007644324853,0.4000007644324853,0.0,0.0,0.4000007644324853,0.4000007644324853,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,60,S-NP rescale,24,0.386204616068031,0.38638176267938684,0.005748172477148622,0.0011733407935436769,0.3728277376875407,0.39609833659491195,0.023270598907371265
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,L-NP mask,24,0.3000015288649706,0.3000015288649706,0.0,0.0,0.3000015288649706,0.3000015288649706,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,L-NP rescale,24,0.2850830449724125,0.28953453705968685,0.019258420048906884,0.003931108531000611,0.21081136863992167,0.3002066515818656,0.08939528294194393
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,Magnitude,24,0.3005863197162426,0.3005863197162426,0.0,0.0,0.3005863197162426,0.3005863197162426,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,OBS compensated,24,0.3005863197162426,0.3005863197162426,0.0,0.0,0.3005863197162426,0.3005863197162426,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,Random,24,0.29998411679169384,0.299984966161122,4.294586654041979e-06,8.766288298807799e-07,0.2999785958904109,0.2999887883235486,1.0192433137656831e-05
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,S-NP mask,24,0.3000015288649706,0.3000015288649706,0.0,0.0,0.3000015288649706,0.3000015288649706,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,70,S-NP rescale,24,0.2960366723744292,0.2966080856572081,0.002836101580916702,0.0005789168109955515,0.28841400644161774,0.29986902723418135,0.011455020792563608
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,Baseline,24,1.0,1.0,0.0,0.0,1.0,1.0,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,L-NP mask,24,0.1999984711350293,0.1999984711350293,0.0,0.0,0.1999984711350293,0.1999984711350293,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,L-NP rescale,24,0.1938134160449282,0.19703374714611865,0.010589268898607814,0.002161525462559397,0.1499727352413568,0.20016919439008476,0.05019645914872797
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,Magnitude,24,0.20039215386497058,0.2003921538649706,2.8352538009326866e-17,5.787437586309696e-18,0.2003921538649706,0.2003921538649706,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,OBS compensated,24,0.20039215386497058,0.2003921538649706,2.8352538009326866e-17,5.787437586309696e-18,0.2003921538649706,0.2003921538649706,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,Random,24,0.1999895527560339,0.1999895527560339,1.1688980729311981e-05,2.386003200003328e-06,0.19997553816046965,0.20000356735159816,2.8029191128514652e-05
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,S-NP mask,24,0.1999984711350293,0.1999984711350293,0.0,0.0,0.1999984711350293,0.1999984711350293,0.0
main_h512,effective_nonzero_recurrent_density_offdiag,task_network_cell,80,S-NP rescale,24,0.1994477612320613,0.19972263841324195,0.0008914703462306223,0.00018197062242393983,0.19626039628180034,0.20021506033920414,0.0039546640574038006
main_h512,post_rec_linear_rho,task_mean,50,Baseline,8,1.1485160638888678,1.0898664395014446,0.11778409212153963,0.04164296512752084,1.0338882605234783,1.3678160905838013,0.333927830060323
main_h512,post_rec_linear_rho,task_mean,50,L-NP mask,8,1.1386728435754776,1.0873552163441977,0.1046313433127256,0.036992766190542994,1.0258026520411174,1.33194633324941,0.3061436812082925
main_h512,post_rec_linear_rho,task_mean,50,L-NP rescale,8,1.1585907340049744,1.1000395350986056,0.11077065152757232,0.03916333942579919,1.0616008043289185,1.3696170250574748,0.3080162207285564
main_h512,post_rec_linear_rho,task_mean,50,Magnitude,8,1.1398292730251947,1.0841153264045715,0.10767896097029143,0.038070261746607326,1.0289065043131511,1.3410736719767253,0.3121671676635742
main_h512,post_rec_linear_rho,task_mean,50,OBS compensated,8,1.1414592514435449,1.0888299544652305,0.10334827022787145,0.03653913135101384,1.0329110225041707,1.3205138047536213,0.2876027822494507
main_h512,post_rec_linear_rho,task_mean,50,Random,8,1.0353295728564262,1.0176244444317288,0.03771613571344128,0.013334667661563228,1.0050303604867723,1.1213749912050035,0.1163446307182312
main_h512,post_rec_linear_rho,task_mean,50,S-NP mask,8,1.1248608761363559,1.0824750132030911,0.0969117502811129,0.03426347790021612,1.026368220647176,1.3241961399714153,0.29782791932423924
main_h512,post_rec_linear_rho,task_mean,50,S-NP rescale,8,1.1569284300009408,1.095049222310384,0.10954252358413082,0.038729130627313105,1.06185601817237,1.3658868206871881,0.3040308025148182
main_h512,post_rec_linear_rho,task_mean,60,Baseline,8,1.1485160638888678,1.0898664395014446,0.11778409212153963,0.04164296512752084,1.0338882605234783,1.3678160905838013,0.333927830060323
main_h512,post_rec_linear_rho,task_mean,60,L-NP mask,8,1.1338352064291637,1.0883756875991821,0.0971032909899968,0.03433119776727866,1.0258413553237915,1.3161200682322185,0.290278712908427
main_h512,post_rec_linear_rho,task_mean,60,L-NP rescale,8,1.1703217211696837,1.1143406629562378,0.10292064156938541,0.036387941788891244,1.0899871985117595,1.3745924764209325,0.284605277909173
main_h512,post_rec_linear_rho,task_mean,60,Magnitude,8,1.134327620267868,1.0874454379081726,0.09968055956826864,0.03524239981159617,1.02588947614034,1.319999059041341,0.294109582901001
main_h512,post_rec_linear_rho,task_mean,60,OBS compensated,8,1.1353330711523693,1.0905173619588218,0.0923586137286884,0.03265370103427226,1.033075213432312,1.2833625475565593,0.2502873341242473
main_h512,post_rec_linear_rho,task_mean,60,Random,8,1.015463641120328,1.0058952106369865,0.025009424470575504,0.008842166818358359,0.9968639214833578,1.0745379792319403,0.07767405774858249
main_h512,post_rec_linear_rho,task_mean,60,S-NP mask,8,1.1136967175536685,1.0801176958613925,0.08628365779677892,0.030505879766840948,1.0212788581848145,1.2979749970965915,0.276696138911777
main_h512,post_rec_linear_rho,task_mean,60,S-NP rescale,8,1.1683620313803356,1.1094224254290264,0.10110070768233438,0.03574449799246876,1.088322679201762,1.3656103213628132,0.2772876421610513
main_h512,post_rec_linear_rho,task_mean,70,Baseline,8,1.1485160638888678,1.0898664395014446,0.11778409212153963,0.04164296512752084,1.0338882605234783,1.3678160905838013,0.333927830060323
main_h512,post_rec_linear_rho,task_mean,70,L-NP mask,8,1.1294245719909668,1.0918763875961304,0.08587274632458355,0.030360600622612602,1.0263868967692058,1.2947748899459839,0.2683879931767781
main_h512,post_rec_linear_rho,task_mean,70,L-NP rescale,8,1.1938333113988242,1.1503656572765775,0.0863374137800877,0.030524885377004443,1.1282523075739543,1.3757267660564845,0.24747445848253014
main_h512,post_rec_linear_rho,task_mean,70,Magnitude,8,1.1262869487206142,1.0865704814592996,0.08969984706265903,0.03171368506470121,1.0187702576319377,1.294746994972229,0.27597673734029127
main_h512,post_rec_linear_rho,task_mean,70,OBS compensated,8,1.130211388071378,1.0966566602389016,0.0770817941875736,0.027252529688029548,1.031092921892802,1.2395172119140625,0.2084242900212605
main_h512,post_rec_linear_rho,task_mean,70,Random,8,0.9964251551363204,0.9921599129835765,0.013199724422719336,0.0046668073245492644,0.9875929223166571,1.028450846672058,0.04085792435540103
main_h512,post_rec_linear_rho,task_mean,70,S-NP mask,8,1.105458946691619,1.085399819744958,0.07248752190605783,0.025628209145590948,1.027388201819526,1.2684724065992568,0.2410842047797308
main_h512,post_rec_linear_rho,task_mean,70,S-NP rescale,8,1.1896186619997025,1.138927572303348,0.0857784694129377,0.030327268700845546,1.1250408622953627,1.364925781885783,0.23988491959042024
main_h512,post_rec_linear_rho,task_mean,80,Baseline,8,1.1485160638888678,1.0898664395014446,0.11778409212153963,0.04164296512752084,1.0338882605234783,1.3678160905838013,0.333927830060323
main_h512,post_rec_linear_rho,task_mean,80,L-NP mask,8,1.1271400700012841,1.1075043479601543,0.06864002959323191,0.02426791519310979,1.0364783604939778,1.2663284142812092,0.22985005378723145
main_h512,post_rec_linear_rho,task_mean,80,L-NP rescale,8,1.2379856705665588,1.2225825190544128,0.05894782591866269,0.020841203721645257,1.194542302025689,1.3748045762379963,0.18026227421230745
main_h512,post_rec_linear_rho,task_mean,80,Magnitude,8,1.115805501739184,1.0832200646400452,0.07338732406359597,0.025946337249251702,1.0335524082183838,1.2613633473714194,0.22781093915303563
main_h512,post_rec_linear_rho,task_mean,80,OBS compensated,8,1.1243184208869934,1.100311815738678,0.05612836325363265,0.019844373136772737,1.0401278336842854,1.1904751459757488,0.15034731229146336
main_h512,post_rec_linear_rho,task_mean,80,Random,8,0.9765605868564711,0.975536435842514,0.0032565670832583097,0.0011513703339804233,0.9733201662699381,0.9827822380595737,0.00946207178963554
main_h512,post_rec_linear_rho,task_mean,80,S-NP mask,8,1.0935600979460611,1.0770039558410645,0.06238666312166589,0.022057016274465324,1.0312661064995658,1.239252421591017,0.20798631509145116
main_h512,post_rec_linear_rho,task_mean,80,S-NP rescale,8,1.232920582095782,1.200658765104082,0.060878702694162276,0.021523871752440943,1.1953774690628052,1.3717013994852703,0.17632393042246508
main_h512,post_rec_linear_rho,task_network_cell,50,Baseline,24,1.1485160638888676,1.0886936783790588,0.116748702775316,0.023831229160948212,1.027032732963562,1.411774754524231,0.38474202156066895
main_h512,post_rec_linear_rho,task_network_cell,50,L-NP mask,24,1.1386728435754776,1.0930036306381226,0.10475536181155624,0.02138309868824564,1.0169328451156616,1.3779947757720947,0.3610619306564331
main_h512,post_rec_linear_rho,task_network_cell,50,L-NP rescale,24,1.1585907340049744,1.1060435771942139,0.1101807329049347,0.02249054792524755,1.0591222842534382,1.4145615100860596,0.35543922583262133
main_h512,post_rec_linear_rho,task_network_cell,50,Magnitude,24,1.1398292730251949,1.081220269203186,0.1077936202228518,0.022003280589445073,1.019821047782898,1.3793234825134275,0.35950243473052956
main_h512,post_rec_linear_rho,task_network_cell,50,OBS compensated,24,1.141459251443545,1.0880025625228882,0.10362781564331329,0.02115293929044351,1.029333233833313,1.3728253841400146,0.34349215030670166
main_h512,post_rec_linear_rho,task_network_cell,50,Random,24,1.0353295728564262,1.0185885032018027,0.03921706724011616,0.008005150328891895,1.0021509528160095,1.141111135482788,0.13896018266677856
main_h512,post_rec_linear_rho,task_network_cell,50,S-NP mask,24,1.124860876136356,1.0839754343032837,0.09971803880558426,0.020354859435394466,1.0170301993687947,1.3645075559616089,0.3474773565928142
main_h512,post_rec_linear_rho,task_network_cell,50,S-NP rescale,24,1.156928430000941,1.0937639872233074,0.10938089215606574,0.022327281116063004,1.058574636777242,1.4192314545313518,0.36065681775410985
main_h512,post_rec_linear_rho,task_network_cell,60,Baseline,24,1.1485160638888676,1.0886936783790588,0.116748702775316,0.023831229160948212,1.027032732963562,1.411774754524231,0.38474202156066895
main_h512,post_rec_linear_rho,task_network_cell,60,L-NP mask,24,1.1338352064291637,1.0991857051849365,0.09837883455772635,0.020081495513009497,1.0149190425872805,1.364088535308838,0.3491694927215574
main_h512,post_rec_linear_rho,task_network_cell,60,L-NP rescale,24,1.1703217211696837,1.1061361233393352,0.10312615270344022,0.02105053777164738,1.0853044589360554,1.4238350788752239,0.33853061993916844
main_h512,post_rec_linear_rho,task_network_cell,60,Magnitude,24,1.134327620267868,1.087579607963562,0.10084142710091784,0.02058417011094299,1.0120468139648438,1.354656457901001,0.3426096439361572
main_h512,post_rec_linear_rho,task_network_cell,60,OBS compensated,24,1.1353330711523693,1.0905542373657227,0.09449339389015297,0.019288383257891697,1.0254831314086914,1.3569825887680054,0.33149945735931396
main_h512,post_rec_linear_rho,task_network_cell,60,Random,24,1.0154636411203277,1.0058274467786152,0.025459273784430803,0.00519685249947266,0.9941940108935038,1.0882432858149211,0.09404927492141735
main_h512,post_rec_linear_rho,task_network_cell,60,S-NP mask,24,1.1136967175536687,1.0745134751001992,0.09101637916140999,0.0185786405984282,1.0124751329421997,1.3356349070866902,0.3231597741444905
main_h512,post_rec_linear_rho,task_network_cell,60,S-NP rescale,24,1.1683620313803356,1.112350801626841,0.1012745583564238,0.020672582658246376,1.0853264729181924,1.4129339456558228,0.32760747273763036
main_h512,post_rec_linear_rho,task_network_cell,70,Baseline,24,1.1485160638888676,1.0886936783790588,0.116748702775316,0.023831229160948212,1.027032732963562,1.411774754524231,0.38474202156066895
main_h512,post_rec_linear_rho,task_network_cell,70,L-NP mask,24,1.1294245719909668,1.0996261835098267,0.08892378029630844,0.018151490643776035,1.0209254026412964,1.3497413396835327,0.32881593704223633
main_h512,post_rec_linear_rho,task_network_cell,70,L-NP rescale,24,1.193833311398824,1.1459915041923523,0.08819015400714252,0.018001739804580367,1.1207655668258665,1.4274101654688518,0.3066445986429853
main_h512,post_rec_linear_rho,task_network_cell,70,Magnitude,24,1.1262869487206142,1.0925065875053406,0.09264014030024148,0.018910089452953003,1.0065916776657104,1.3328821659088137,0.32629048824310325
main_h512,post_rec_linear_rho,task_network_cell,70,OBS compensated,24,1.130211388071378,1.0973901748657227,0.08308166598314745,0.016958974053254815,1.0215256214141846,1.3480186462402344,0.3264930248260498
main_h512,post_rec_linear_rho,task_network_cell,70,Random,24,0.9964251551363205,0.9918834964434305,0.013540999655620825,0.00276404498028948,0.9859769940376282,1.0431220928827922,0.057145098845164055
main_h512,post_rec_linear_rho,task_network_cell,70,S-NP mask,24,1.1054589466916191,1.0802700519561768,0.07964711179867014,0.01625789861609563,1.0190023183822632,1.3054569164911907,0.2864545981089275
